Date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2017-09-01,Delhi,25.58,41.64,23.55,26.64,12.21,17.6,0.54,2.34,24.03,0.18,0.21,0.23,91.0,Satisfactory
2017-09-02,Delhi,20.06,45.86,23.23,26.09,10.33,33.97,0.48,2.34,25.0,0.12,0.0,0.23,88.0,Satisfactory
2017-09-03,Delhi,38.19,79.78,20.33,27.32,8.88,25.9,0.4,2.34,25.07,0.13,0.0,0.23,88.0,Satisfactory
2017-09-04,Delhi,47.89,84.29,33.84,25.85,11.14,86.67,0.36,2.34,24.93,0.2,0.0,0.23,89.0,Satisfactory
2017-09-05,Delhi,35.61,75.82,20.61,30.29,8.93,30.21,0.37,2.34,25.08,0.11,0.0,0.23,88.0,Satisfactory
2017-09-06,Delhi,39.41,85.23,21.1,35.92,9.89,31.07,0.33,2.34,24.95,0.23,0.0,0.0,88.0,Satisfactory
2017-09-07,Delhi,40.34,67.06,21.91,23.75,7.9,36.46,0.36,2.34,24.93,0.13,0.0,0.0,88.0,Satisfactory
2017-09-08,Delhi,51.7,101.89,18.18,16.52,9.84,27.05,0.49,2.34,25.88,0.22,0.0,0.0,106.0,Moderate
2017-09-09,Delhi,54.83,111.65,20.65,17.54,11.27,31.1,0.45,2.34,25.77,0.22,0.0,0.0,96.0,Satisfactory
2017-09-10,Delhi,60.46,119.5,30.53,19.76,14.83,49.74,0.48,2.34,26.39,0.44,0.0,0.0,118.0,Moderate
2017-09-11,Delhi,63.97,120.06,22.99,20.25,12.0,48.0,0.45,2.34,27.92,0.18,0.0,0.0,119.0,Moderate
2017-09-12,Delhi,46.65,103.84,17.92,16.56,10.14,48.0,0.42,2.34,24.84,0.14,0.0,0.0,106.0,Moderate
2017-09-13,Delhi,54.77,143.16,25.08,10.76,5.71,48.0,0.13,2.34,24.38,0.89,0.0,0.0,115.0,Moderate
2017-09-14,Delhi,80.47,186.11,81.89,31.88,10.24,43.06,0.12,2.34,26.98,0.24,0.0,0.0,142.0,Moderate
2017-09-15,Delhi,64.37,127.68,25.94,34.75,12.73,31.02,0.36,2.34,27.32,0.17,0.0,0.0,169.0,Moderate
2017-09-16,Delhi,51.56,82.26,19.27,36.6,14.42,40.92,0.44,2.34,26.7,0.14,0.0,0.0,110.0,Moderate
2017-09-17,Delhi,53.05,85.65,23.98,37.33,13.49,31.89,0.33,2.34,26.7,0.15,0.0,0.0,106.0,Moderate
2017-09-18,Delhi,60.83,102.29,20.23,56.67,11.54,33.88,0.21,2.34,30.08,0.19,0.0,0.0,99.0,Satisfactory
2017-09-19,Delhi,55.55,112.21,19.87,34.72,16.17,45.0,0.43,2.34,28.73,0.27,0.0,0.0,109.0,Moderate
2017-09-20,Delhi,70.81,111.9,29.89,21.49,21.37,56.47,0.44,2.34,31.95,0.21,0.0,0.0,137.0,Moderate
2017-09-21,Delhi,55.93,76.81,27.16,22.74,16.34,31.36,0.46,2.34,23.1,0.18,0.0,0.0,144.0,Moderate
2017-09-22,Delhi,11.81,18.59,20.34,22.4,11.24,17.63,0.32,2.34,24.88,0.2,0.0,0.0,92.0,Satisfactory
2017-09-23,Delhi,17.76,43.57,20.38,18.63,12.97,17.47,0.35,2.34,22.19,0.08,0.0,0.0,83.0,Satisfactory
2017-09-24,Delhi,35.5,81.42,18.8,17.01,12.69,19.11,0.37,2.34,22.63,0.12,0.0,0.0,84.0,Satisfactory
2017-09-25,Delhi,50.09,100.02,14.59,27.25,13.13,19.81,0.37,2.34,24.48,0.13,0.0,0.0,104.0,Moderate
2017-09-26,Delhi,66.12,114.15,23.12,27.52,18.35,34.54,0.6,7.13,30.45,0.25,1.38,0.13,131.0,Moderate
2017-09-27,Delhi,80.94,125.39,26.98,21.39,22.31,50.34,0.61,6.62,29.26,0.35,1.74,0.12,165.0,Moderate
2017-09-28,Delhi,75.4,102.91,50.72,38.55,23.52,54.37,0.43,6.08,34.06,0.27,1.54,0.11,176.0,Moderate
2017-09-29,Delhi,89.38,140.94,37.45,29.45,18.61,41.19,0.45,7.17,40.26,0.44,1.82,0.13,172.0,Moderate
2017-09-30,Delhi,74.2,125.73,21.1,26.08,8.59,44.1,0.3,6.64,38.44,0.22,1.73,0.1,137.0,Moderate
2017-10-01,Delhi,68.47,120.56,25.43,28.66,14.66,50.15,0.46,3.46,32.9,0.46,2.34,0.03,131.0,Moderate
2017-10-02,Delhi,63.41,128.15,22.86,25.2,12.1,39.12,0.43,2.94,30.1,0.54,2.43,0.05,132.0,Moderate
2017-10-03,Delhi,69.45,127.48,22.75,26.09,11.47,31.36,0.2,5.81,34.34,0.24,1.27,0.1,115.0,Moderate
2017-10-04,Delhi,76.81,138.81,24.88,28.99,14.09,39.43,0.19,11.7,35.79,0.35,2.07,0.08,151.0,Moderate
2017-10-05,Delhi,75.73,125.31,15.35,24.45,13.8,37.22,0.27,11.96,36.81,0.25,1.59,0.09,180.0,Moderate
2017-10-06,Delhi,79.81,111.43,14.82,27.44,12.19,31.48,0.33,13.91,38.67,0.39,2.11,0.15,183.0,Moderate
2017-10-07,Delhi,70.98,151.15,17.2,25.61,14.27,35.37,0.32,22.29,34.44,0.27,1.72,0.09,193.0,Moderate
2017-10-08,Delhi,102.2,155.03,20.71,24.51,14.05,41.02,0.24,24.0,35.32,0.31,2.14,0.09,224.0,Poor
2017-10-09,Delhi,107.63,173.87,33.9,27.06,17.82,50.93,0.24,23.51,31.11,0.57,2.97,0.09,268.0,Poor
2017-10-10,Delhi,105.88,158.68,23.0,31.67,13.81,56.42,0.26,7.6,30.89,0.63,3.28,0.1,253.0,Poor
2017-10-11,Delhi,104.45,122.3,25.09,30.92,14.22,64.21,0.25,6.57,29.67,0.68,2.71,0.1,208.0,Poor
2017-10-12,Delhi,106.85,186.91,21.91,31.1,12.39,44.32,0.33,7.65,35.14,0.71,2.56,0.08,211.0,Poor
2017-10-13,Delhi,137.42,207.87,31.87,29.16,14.41,45.28,0.33,9.36,37.98,0.6,2.34,0.09,246.0,Poor
2017-10-14,Delhi,147.07,208.87,67.91,30.14,23.78,55.52,0.37,14.64,42.39,0.72,3.4,0.09,319.0,Very Poor
2017-10-15,Delhi,147.83,195.47,41.91,30.0,15.25,44.61,0.33,14.31,37.15,0.89,3.62,0.09,317.0,Very Poor
2017-10-16,Delhi,152.61,213.98,48.82,58.53,40.14,51.88,1.02,23.09,30.49,0.86,3.42,0.09,310.0,Very Poor
2017-10-17,Delhi,121.7,212.35,48.01,57.08,49.91,42.92,1.36,17.44,30.46,0.99,3.39,0.09,313.0,Very Poor
2017-10-18,Delhi,152.16,204.03,66.01,63.15,55.52,44.57,1.05,27.42,35.86,0.83,3.38,0.08,310.0,Very Poor
2017-10-19,Delhi,176.17,259.0,55.94,53.51,53.32,50.7,1.18,22.15,36.35,1.26,4.52,0.08,336.0,Very Poor
2017-10-20,Delhi,426.52,387.13,56.28,54.76,47.28,48.79,1.06,36.85,41.14,2.15,5.54,0.07,497.0,Severe
2017-10-21,Delhi,213.12,317.52,42.71,50.13,49.3,50.8,1.46,20.55,34.52,0.88,4.02,0.07,404.0,Severe
2017-10-22,Delhi,146.01,201.91,54.57,55.88,31.89,45.72,0.93,24.42,34.88,0.8,4.04,0.08,338.0,Very Poor
2017-10-23,Delhi,163.35,242.73,89.4,64.25,63.05,48.44,1.45,27.79,52.91,1.16,4.65,0.09,327.0,Very Poor
2017-10-24,Delhi,188.24,331.64,72.71,81.33,87.22,53.82,1.51,23.19,86.13,1.15,5.47,0.07,366.0,Very Poor
2017-10-25,Delhi,203.03,326.46,56.81,80.62,57.55,55.14,1.01,23.77,106.16,0.93,5.08,0.07,357.0,Very Poor
2017-10-26,Delhi,178.91,290.41,56.9,90.56,63.21,61.45,1.15,24.12,99.71,1.3,4.28,0.07,328.0,Very Poor
2017-10-27,Delhi,167.54,293.68,26.14,65.44,52.4,48.68,0.98,21.24,82.93,1.26,4.94,0.06,345.0,Very Poor
2017-10-28,Delhi,198.37,329.05,35.39,84.45,60.5,51.2,0.9,27.88,110.71,1.65,7.47,0.07,379.0,Very Poor
2017-10-29,Delhi,187.82,300.92,28.91,60.61,57.94,50.6,1.16,25.08,83.99,1.56,6.8,0.08,362.0,Very Poor
2017-10-30,Delhi,196.37,308.22,41.29,69.51,64.94,52.67,1.47,23.68,88.38,2.51,5.67,0.09,340.0,Very Poor
2017-10-31,Delhi,211.64,323.45,65.55,53.08,75.68,64.28,1.84,19.36,65.34,3.36,11.75,0.08,366.0,Very Poor
2017-11-01,Delhi,179.17,265.9,29.65,46.83,43.9,47.36,1.13,16.01,56.79,1.43,6.36,0.07,344.0,Very Poor
2017-11-02,Delhi,160.69,227.41,26.09,47.7,56.86,49.88,1.4,17.19,61.91,2.51,9.71,0.07,305.0,Very Poor
2017-11-03,Delhi,168.16,239.73,45.29,46.49,60.96,53.2,1.31,15.29,62.16,2.74,6.06,0.07,310.0,Very Poor
2017-11-04,Delhi,190.33,292.7,45.11,47.28,74.75,52.75,1.83,18.87,73.16,3.18,5.21,0.07,345.0,Very Poor
2017-11-05,Delhi,209.61,334.64,65.25,60.56,97.76,61.8,2.33,19.55,86.74,6.46,12.85,0.08,370.0,Very Poor
2017-11-06,Delhi,216.53,330.27,64.5,57.27,96.0,65.81,1.94,18.74,72.82,4.6,14.37,0.07,377.0,Very Poor
2017-11-07,Delhi,517.93,654.68,51.67,65.17,103.77,91.87,2.37,15.29,56.06,5.11,26.96,0.06,532.0,Severe
2017-11-08,Delhi,639.19,796.88,55.83,77.51,104.65,82.96,2.74,20.46,55.51,7.73,25.53,0.06,675.0,Severe
2017-11-09,Delhi,495.9,652.21,54.71,81.67,104.52,74.84,2.37,15.68,86.62,6.99,25.25,0.07,677.0,Severe
2017-11-10,Delhi,370.73,496.48,55.07,80.73,109.98,84.1,2.45,17.84,104.94,7.33,28.06,0.08,597.0,Severe
2017-11-11,Delhi,363.77,511.44,78.16,78.61,117.92,90.64,2.32,17.8,95.54,8.39,32.33,0.06,471.0,Severe
2017-11-12,Delhi,465.08,622.4,66.78,70.1,104.82,73.63,2.44,13.94,88.03,7.84,28.2,0.06,613.0,Severe
2017-11-13,Delhi,354.56,498.63,65.36,65.77,105.48,73.85,2.33,15.58,94.42,5.47,18.48,0.08,561.0,Severe
2017-11-14,Delhi,254.36,365.91,34.12,56.46,75.36,55.71,1.74,13.67,69.5,4.44,11.39,0.07,444.0,Severe
2017-11-15,Delhi,192.04,279.26,36.7,57.85,79.14,48.83,1.64,19.24,60.28,4.38,13.31,0.07,378.0,Very Poor
2017-11-16,Delhi,191.57,278.95,38.61,53.86,82.34,50.06,1.55,22.89,62.01,4.06,12.03,0.12,357.0,Very Poor
2017-11-17,Delhi,150.79,220.08,32.01,47.38,70.95,45.56,1.51,16.32,47.92,3.0,8.48,0.18,330.0,Very Poor
2017-11-18,Delhi,143.51,202.59,20.23,43.91,50.62,38.55,1.16,13.3,37.68,2.29,5.38,0.08,309.0,Very Poor
2017-11-19,Delhi,128.65,190.51,19.58,45.6,55.24,34.83,1.2,15.12,47.8,2.04,5.24,0.09,297.0,Poor
2017-11-20,Delhi,171.34,249.28,24.44,52.73,64.19,36.28,1.3,13.7,54.08,2.38,6.34,0.1,329.0,Very Poor
2017-11-21,Delhi,178.08,253.38,32.84,54.75,75.18,40.58,1.52,15.02,57.13,4.37,10.71,0.1,341.0,Very Poor
2017-11-22,Delhi,177.41,258.11,30.75,54.64,74.09,40.37,1.51,18.13,57.6,4.92,11.65,0.1,348.0,Very Poor
2017-11-23,Delhi,175.56,251.23,34.73,55.04,70.15,40.03,1.55,18.32,54.34,4.53,11.97,0.1,340.0,Very Poor
2017-11-24,Delhi,187.97,256.92,44.24,64.15,82.97,44.62,1.65,19.2,54.02,5.18,13.88,0.11,348.0,Very Poor
2017-11-25,Delhi,185.31,268.09,45.12,76.48,88.0,47.81,1.74,17.95,48.1,5.3,15.24,0.1,347.0,Very Poor
2017-11-26,Delhi,224.37,338.82,77.85,67.6,101.44,63.81,1.97,21.01,44.82,20.64,17.26,0.1,368.0,Very Poor
2017-11-27,Delhi,198.34,328.09,45.64,68.93,87.3,52.5,1.64,18.95,41.09,4.33,13.04,0.1,382.0,Very Poor
2017-11-28,Delhi,167.74,290.47,61.44,62.53,93.71,60.94,1.76,19.39,34.78,16.1,19.68,0.1,360.0,Very Poor
2017-11-29,Delhi,215.17,327.64,109.88,75.37,132.94,83.31,2.31,20.1,40.91,7.08,28.86,0.11,359.0,Very Poor
2017-11-30,Delhi,219.84,344.17,71.11,57.73,108.26,77.53,2.11,16.83,44.4,8.15,23.32,0.1,388.0,Very Poor
2017-12-01,Delhi,190.45,309.07,61.21,56.83,94.55,65.47,1.83,17.59,31.62,6.41,20.7,0.1,377.0,Very Poor
2017-12-02,Delhi,208.87,324.46,80.33,65.66,102.69,92.4,2.1,20.17,36.62,7.94,25.81,0.1,356.0,Very Poor
2017-12-03,Delhi,240.87,359.22,67.41,65.83,99.76,85.25,2.28,19.92,37.61,8.46,26.32,0.1,384.0,Very Poor
2017-12-04,Delhi,261.82,390.1,74.66,65.49,101.07,90.28,2.49,20.17,32.64,7.62,23.27,0.1,415.0,Severe
2017-12-05,Delhi,230.56,358.86,61.13,64.61,104.85,71.16,2.41,18.29,50.69,5.42,15.21,0.1,404.0,Severe
2017-12-06,Delhi,120.91,210.21,23.19,51.02,68.08,45.92,1.65,20.88,43.68,2.94,8.36,0.12,330.0,Very Poor
2017-12-07,Delhi,88.95,170.12,24.67,45.83,39.33,36.04,1.49,18.17,41.43,2.6,7.35,0.1,215.0,Poor
2017-12-08,Delhi,115.08,204.38,23.86,53.85,3.63,41.49,1.56,21.69,50.26,3.13,7.98,0.1,220.0,Poor
2017-12-09,Delhi,165.76,268.35,60.14,70.14,9.06,57.73,1.77,24.22,68.58,7.52,17.98,0.18,312.0,Very Poor
2017-12-10,Delhi,230.34,341.87,102.0,83.94,16.38,77.11,2.18,25.97,90.07,9.07,29.86,0.25,389.0,Very Poor
2017-12-11,Delhi,218.87,338.45,97.35,71.25,13.13,86.87,2.28,24.39,66.07,5.22,19.42,0.1,406.0,Severe
2017-12-12,Delhi,109.18,152.76,22.41,45.94,3.04,50.54,1.51,11.71,38.75,1.96,6.88,0.11,280.0,Poor
2017-12-13,Delhi,134.99,203.48,20.14,40.27,2.59,48.27,1.34,10.81,46.28,2.51,6.59,0.11,263.0,Poor
2017-12-14,Delhi,126.67,189.9,19.4,36.59,2.33,46.26,1.31,11.18,42.19,2.18,5.87,0.11,276.0,Poor
2017-12-15,Delhi,127.57,194.15,20.33,34.73,3.26,42.56,1.28,9.69,38.04,1.89,4.83,0.11,292.0,Poor
2017-12-16,Delhi,100.72,152.72,17.77,29.84,2.87,39.74,1.06,4.98,23.98,1.92,2.85,0.1,228.0,Poor
2017-12-17,Delhi,95.58,163.65,17.4,37.37,2.44,35.36,1.2,12.68,36.4,1.87,3.48,0.12,195.0,Moderate
2017-12-18,Delhi,115.19,189.64,20.4,45.8,2.15,45.71,1.28,16.97,45.37,2.46,6.42,0.1,223.0,Poor
2017-12-19,Delhi,168.33,257.19,35.44,54.84,4.37,56.27,1.48,23.03,49.68,3.93,10.74,0.1,291.0,Poor
2017-12-20,Delhi,283.24,410.74,44.05,66.41,5.96,78.25,1.91,25.0,67.35,4.65,14.07,0.05,378.0,Very Poor
2017-12-21,Delhi,293.14,435.23,32.3,61.63,3.57,72.97,1.45,22.54,66.06,4.12,10.87,0.08,467.0,Severe
2017-12-22,Delhi,157.72,241.38,22.11,50.73,2.69,55.36,1.17,20.47,48.84,2.88,7.93,0.19,370.0,Very Poor
2017-12-23,Delhi,117.72,181.59,31.51,50.97,3.61,51.89,1.54,19.95,43.85,3.9,9.81,0.28,253.0,Poor
2017-12-24,Delhi,203.18,301.71,79.8,66.65,9.75,73.83,1.74,23.73,59.85,6.52,14.99,1.04,309.0,Very Poor
2017-12-25,Delhi,259.0,368.35,61.55,58.92,7.06,68.61,1.68,23.76,56.1,5.63,15.78,0.39,398.0,Very Poor
2017-12-26,Delhi,224.42,326.11,46.41,57.6,6.18,62.83,1.57,22.1,38.93,5.37,12.99,0.42,372.0,Very Poor
2017-12-27,Delhi,224.27,317.87,58.71,65.61,9.76,71.71,1.69,23.17,58.98,5.95,18.27,0.03,379.0,Very Poor
2017-12-28,Delhi,249.17,362.39,80.57,70.25,11.62,79.07,1.86,25.51,66.0,6.36,23.66,0.0,398.0,Very Poor
2017-12-29,Delhi,227.28,347.63,70.6,59.7,10.69,68.22,1.7,25.54,61.36,5.35,19.38,0.77,399.0,Very Poor
2017-12-30,Delhi,273.56,401.15,69.31,60.4,15.32,75.04,1.96,21.01,61.73,6.96,25.19,1.18,421.0,Severe
2017-12-31,Delhi,306.17,445.58,83.77,66.97,23.13,83.55,1.95,17.97,76.45,7.01,21.12,0.35,451.0,Severe
2018-01-01,Delhi,303.41,415.09,62.76,63.92,11.79,73.16,1.8,18.58,68.75,5.72,14.77,0.24,462.0,Severe
2018-01-02,Delhi,277.48,422.59,31.26,53.73,4.26,55.61,1.52,12.43,68.68,3.98,9.71,0.27,439.0,Severe
2018-01-03,Delhi,217.01,336.87,37.98,52.24,2.87,50.81,1.29,10.28,54.94,3.09,6.6,0.21,405.0,Severe
2018-01-04,Delhi,248.54,377.61,35.56,61.57,4.24,55.17,1.36,14.42,66.31,3.79,8.2,0.39,394.0,Very Poor
2018-01-05,Delhi,240.42,360.99,38.73,54.8,4.57,51.36,1.38,13.2,48.57,3.63,8.14,0.26,398.0,Very Poor
2018-01-06,Delhi,252.57,378.9,65.27,59.12,8.53,63.78,1.59,18.15,39.65,5.69,13.64,0.42,403.0,Severe
2018-01-07,Delhi,191.66,292.74,26.49,47.02,4.99,50.09,1.3,16.27,57.39,3.19,6.5,0.22,384.0,Very Poor
2018-01-08,Delhi,152.98,259.13,37.51,51.6,5.28,47.52,1.33,17.15,54.55,3.36,7.87,0.34,314.0,Very Poor
2018-01-09,Delhi,233.1,355.21,62.59,66.19,10.36,58.65,1.54,21.82,66.79,5.31,13.99,0.68,373.0,Very Poor
2018-01-10,Delhi,186.26,294.24,34.44,60.21,3.98,48.38,1.4,18.98,58.51,3.26,7.3,0.7,366.0,Very Poor
2018-01-11,Delhi,154.64,243.95,30.06,63.57,3.47,47.42,1.47,17.4,56.22,3.27,6.83,0.7,318.0,Very Poor
2018-01-12,Delhi,168.87,281.06,40.02,65.3,3.73,55.07,1.56,24.03,62.37,4.23,11.32,1.39,306.0,Very Poor
2018-01-13,Delhi,230.5,355.43,68.69,61.28,3.2,75.88,2.12,24.28,75.14,7.62,21.81,4.23,370.0,Very Poor
2018-01-14,Delhi,191.47,308.74,36.32,54.37,1.87,55.35,1.72,22.47,64.8,4.3,10.03,1.71,365.0,Very Poor
2018-01-15,Delhi,177.71,309.85,32.47,52.51,2.15,54.6,1.42,19.12,59.73,3.26,7.7,1.26,352.0,Very Poor
2018-01-16,Delhi,133.56,231.04,31.78,46.86,3.92,43.23,1.36,19.06,54.0,3.09,9.36,0.4,278.0,Poor
2018-01-17,Delhi,235.06,353.55,44.3,47.86,34.61,52.37,1.61,14.48,64.1,4.22,12.58,0.32,350.0,Very Poor
2018-01-18,Delhi,276.25,428.08,48.32,55.08,85.75,59.73,2.04,21.02,72.89,5.19,14.81,0.05,411.0,Severe
2018-01-19,Delhi,253.7,398.16,41.26,49.45,81.11,63.31,1.82,22.27,73.6,5.47,16.52,0.0,451.0,Severe
2018-01-20,Delhi,152.33,252.92,21.5,38.87,53.34,66.51,1.31,14.45,43.18,2.37,4.43,0.0,351.0,Very Poor
2018-01-21,Delhi,153.61,274.5,33.93,44.09,63.87,63.25,1.51,16.91,41.49,2.74,7.02,0.0,310.0,Very Poor
2018-01-22,Delhi,202.11,352.68,54.86,56.45,72.5,63.15,1.87,21.64,68.33,4.09,10.9,0.0,362.0,Very Poor
2018-01-23,Delhi,160.79,248.48,25.98,47.26,67.65,51.07,1.43,14.25,48.67,2.68,6.67,0.0,343.0,Very Poor
2018-01-24,Delhi,130.16,192.19,25.05,35.33,56.27,43.08,1.32,11.9,42.04,2.26,6.23,0.0,286.0,Poor
2018-01-25,Delhi,111.75,167.31,24.28,40.13,48.6,40.74,1.37,6.84,43.99,2.22,3.87,0.3,267.0,Poor
2018-01-26,Delhi,128.45,207.66,28.91,38.17,57.6,44.28,1.43,7.99,44.09,2.46,3.7,0.6,263.0,Poor
2018-01-27,Delhi,155.2,271.1,34.29,45.14,60.99,46.22,1.4,7.94,56.12,2.29,4.87,0.52,284.0,Poor
2018-01-28,Delhi,150.96,248.26,41.85,47.6,73.57,45.66,1.85,10.26,54.01,2.07,4.36,0.84,334.0,Very Poor
2018-01-29,Delhi,162.48,272.45,45.81,54.51,74.45,44.78,1.96,12.61,60.56,2.18,5.5,0.76,332.0,Very Poor
2018-01-30,Delhi,126.84,212.59,23.71,47.59,51.3,38.68,2.0,14.47,56.85,1.84,4.26,0.49,300.0,Poor
2018-01-31,Delhi,123.48,205.56,22.07,45.46,48.06,39.32,2.52,11.35,53.7,1.72,3.78,0.38,271.0,Poor
2018-02-01,Delhi,157.33,298.58,38.37,63.88,67.65,46.95,1.62,18.67,60.7,2.08,5.48,0.62,293.0,Poor
2018-02-02,Delhi,140.35,282.16,34.69,54.28,71.59,52.36,1.49,12.25,52.12,1.72,5.93,0.79,318.0,Very Poor
2018-02-03,Delhi,115.05,239.61,27.97,51.46,64.81,46.26,1.29,14.2,52.29,1.35,4.57,0.45,277.0,Poor
2018-02-04,Delhi,133.8,252.13,22.5,46.74,56.52,45.13,1.3,13.2,52.23,1.44,3.23,0.4,284.0,Poor
2018-02-05,Delhi,163.6,308.37,42.64,63.42,78.45,45.41,1.33,14.77,43.11,2.04,4.47,0.36,313.0,Very Poor
2018-02-06,Delhi,143.29,274.72,28.45,56.51,67.62,44.96,1.21,14.94,41.11,1.74,4.88,0.42,324.0,Very Poor
2018-02-07,Delhi,131.49,246.92,26.04,54.53,55.33,43.31,1.18,14.58,49.34,1.64,3.92,0.36,287.0,Poor
2018-02-08,Delhi,186.19,338.61,66.23,74.83,86.77,47.89,1.75,13.8,45.91,3.21,6.09,0.78,334.0,Very Poor
2018-02-09,Delhi,203.33,348.94,56.38,74.5,84.22,49.6,1.7,14.35,49.11,3.32,6.44,0.61,375.0,Very Poor
2018-02-10,Delhi,209.7,373.06,71.59,99.06,86.85,47.52,2.55,13.77,53.31,6.94,11.0,1.21,378.0,Very Poor
2018-02-11,Delhi,148.13,300.96,57.19,62.4,82.24,51.43,1.56,14.45,43.54,3.53,5.29,0.67,350.0,Very Poor
2018-02-12,Delhi,72.36,153.11,16.51,33.08,42.62,46.64,0.97,8.58,37.47,0.8,2.11,0.29,218.0,Poor
2018-02-13,Delhi,103.93,170.12,37.45,46.48,72.84,50.89,1.21,10.25,38.83,1.73,4.16,0.35,189.0,Moderate
2018-02-14,Delhi,76.92,149.43,16.31,34.92,44.75,40.88,0.96,9.03,38.43,1.02,2.66,0.23,217.0,Poor
2018-02-15,Delhi,94.49,173.59,16.78,38.54,47.11,44.48,1.03,11.47,40.95,1.16,2.82,0.16,189.0,Moderate
2018-02-16,Delhi,123.19,219.11,24.78,48.33,60.03,49.81,1.21,12.49,38.4,1.52,3.48,0.21,248.0,Poor
2018-02-17,Delhi,127.8,244.27,24.55,49.9,60.9,49.73,1.27,15.01,44.13,1.73,3.91,0.33,277.0,Poor
2018-02-18,Delhi,127.27,234.67,35.15,50.94,67.43,45.32,1.36,12.17,45.75,2.15,3.78,0.31,284.0,Poor
2018-02-19,Delhi,172.55,315.75,68.88,71.76,88.37,46.22,1.96,15.25,49.74,3.07,5.52,0.79,321.0,Very Poor
2018-02-20,Delhi,167.16,317.53,56.44,68.29,87.59,49.25,1.89,14.53,51.27,3.34,5.42,0.53,335.0,Very Poor
2018-02-21,Delhi,172.99,346.46,72.82,92.54,94.31,49.47,2.42,13.97,57.47,5.24,8.8,0.93,347.0,Very Poor
2018-02-22,Delhi,159.67,313.47,59.65,66.4,90.58,55.72,1.8,15.89,47.69,4.0,8.11,0.55,333.0,Very Poor
2018-02-23,Delhi,163.75,333.99,59.63,70.77,92.54,59.64,1.81,16.26,48.62,3.89,9.53,0.0,331.0,Very Poor
2018-02-24,Delhi,164.2,349.29,47.09,62.66,80.95,62.61,1.52,15.09,55.26,2.85,5.82,0.27,347.0,Very Poor
2018-02-25,Delhi,106.26,222.46,25.0,42.88,59.15,50.57,1.0,14.34,43.87,2.05,3.94,0.2,317.0,Very Poor
2018-02-26,Delhi,67.27,156.72,14.44,33.59,43.27,41.83,0.88,9.64,43.19,1.09,2.1,0.05,170.0,Moderate
2018-02-27,Delhi,85.53,178.51,24.54,43.12,56.44,43.85,1.15,10.72,40.51,1.93,3.03,0.06,167.0,Moderate
2018-02-28,Delhi,143.25,279.26,42.48,52.5,78.41,53.64,1.47,14.52,46.16,2.47,6.26,0.26,274.0,Poor
2018-03-01,Delhi,120.71,256.86,45.93,51.74,79.9,49.29,1.43,14.9,40.69,2.3,5.76,0.56,293.0,Poor
2018-03-02,Delhi,139.18,253.32,46.05,50.64,78.23,48.86,1.64,11.52,45.55,3.01,4.5,0.77,300.0,Poor
2018-03-03,Delhi,98.25,205.92,26.84,41.07,59.03,44.26,1.18,12.93,38.38,1.85,3.67,0.57,244.0,Poor
2018-03-04,Delhi,79.83,182.26,25.27,39.02,56.08,39.35,0.99,12.95,34.95,1.63,2.92,0.14,205.0,Poor
2018-03-05,Delhi,76.96,164.74,24.87,39.58,56.62,38.32,0.99,12.7,40.45,1.39,2.92,0.0,180.0,Moderate
2018-03-06,Delhi,75.45,163.52,15.1,37.92,44.67,34.56,0.94,12.99,44.99,1.26,2.83,0.0,170.0,Moderate
2018-03-07,Delhi,87.62,178.53,25.71,45.6,54.4,36.46,1.11,13.23,45.24,1.7,3.57,0.0,192.0,Moderate
2018-03-08,Delhi,139.88,283.57,60.76,79.5,82.26,43.35,1.84,16.98,57.76,6.59,7.04,0.0,262.0,Poor
2018-03-09,Delhi,134.76,274.89,45.51,65.86,75.45,46.02,1.64,18.68,52.43,4.54,6.65,0.0,316.0,Very Poor
2018-03-10,Delhi,75.67,171.69,16.27,39.85,47.05,39.35,0.95,14.8,41.74,1.36,4.0,0.0,207.0,Poor
2018-03-11,Delhi,88.3,183.74,23.14,41.81,55.86,39.62,1.08,15.41,46.28,1.28,3.12,0.0,179.0,Moderate
2018-03-12,Delhi,105.29,223.67,28.38,45.32,65.27,42.8,1.18,17.48,44.49,1.29,3.51,0.0,236.0,Poor
2018-03-13,Delhi,109.22,245.66,41.54,56.5,73.67,42.23,1.54,17.22,43.79,1.87,4.78,0.0,241.0,Poor
2018-03-14,Delhi,116.62,328.98,60.02,64.82,87.49,40.47,1.63,17.39,48.03,2.85,5.34,0.0,287.0,Poor
2018-03-15,Delhi,108.98,314.72,36.34,48.86,66.89,43.23,1.23,16.08,37.77,3.53,5.3,0.0,314.0,Very Poor
2018-03-16,Delhi,111.67,256.67,27.56,41.48,62.19,42.2,1.09,16.61,43.04,4.14,4.59,0.0,269.0,Poor
2018-03-17,Delhi,81.57,170.16,21.81,32.61,44.69,33.72,1.09,13.63,37.89,1.73,2.68,0.0,218.0,Poor
2018-03-18,Delhi,82.15,173.07,18.88,31.72,41.03,30.32,1.2,17.22,45.83,0.93,2.17,0.0,177.0,Moderate
2018-03-19,Delhi,81.93,197.13,28.38,43.85,62.83,37.7,1.1,16.95,44.89,1.06,4.02,0.0,177.0,Moderate
2018-03-20,Delhi,109.99,249.2,44.27,55.71,82.08,44.26,1.42,20.52,51.95,3.19,7.16,0.0,224.0,Poor
